asset_id,asset_type,substation_region,grid_failure_flag,predicted_failure_prob,expected_impact,risk_score
140654,Substation,East,1,0.945,830443.8184,784769.408388
140655,Transformer,Central,1,0.81,1193408.0866999999,966660.5502269999
140656,Transmission Line,East,1,0.99,1116901.9420999999,1105732.9226789998
140657,Substation,North,0,0.165,782982.4767,129192.10865550001
140658,Transmission Line,Central,0,0.005,614240.5248,3071.202624
140659,Switchgear,East,0,0.02,1237923.7784,24758.475567999998
140660,Transmission Line,South,1,0.94,753363.4539000001,708161.646666
140661,Transmission Line,East,0,0.12,543323.2848,65198.794176
140662,Transformer,North,0,0.015,494945.7073998,7424.1856109969995
140663,Transmission Line,North,0,0.1,418748.3298,41874.83298000001
140664,Transformer,South,0,0.05,738005.9964,36900.29982
140665,Transformer,East,0,0.095,1278185.6657,121427.6382415
140666,Transmission Line,North,1,0.9,640634.54415,576571.089735
140667,Switchgear,North,1,0.8,762781.9336999999,610225.54696
140668,Transformer,Central,0,0.045,353501.09666000004,15907.5493497
140669,Transmission Line,West,1,0.885,1041311.2427000001,921560.4497895001
140670,Transformer,East,0,0.01,793753.7629,7937.5376289999995
140671,Transmission Line,East,1,0.76,325717.784,247545.51583999998
140672,Transmission Line,North,1,0.97,985682.9321999999,956112.4442339999
140673,Transmission Line,West,0,0.02,1261766.4959,25235.329918
140674,Transformer,East,0,0.13,218504.5521,28405.591773
140675,Transmission Line,North,1,0.855,1406728.5625999998,1202752.9210229998
140676,Switchgear,South,1,0.915,545215.8068,498872.46322200005
140677,Circuit Breaker,West,0,0.21,795294.8385000001,167011.916085
140678,Switchgear,North,0,0.075,964530.8160999999,72339.8112075
140679,Switchgear,South,0,0.105,1118704.8939,117464.0138595
140680,Switchgear,North,0,0.135,64455.4052,8701.479702
140681,Switchgear,North,0,0.035,503836.52969999996,17634.2785395
140682,Switchgear,South,1,0.905,352262.18536,318797.2777508
140683,Substation,Central,0,0.0,692008.9702999999,0.0
140684,Circuit Breaker,East,0,0.245,758898.3945,185930.10665250002
140685,Transformer,North,0,0.4,533370.06019,213348.024076
140686,Substation,North,0,0.065,743097.3793,48301.329654500005
140687,Substation,North,0,0.045,937156.12278,42172.0255251
140688,Switchgear,East,1,0.985,688405.4103999999,678079.3292439999
140689,Transformer,West,1,0.955,1008135.4276,962769.333358
140690,Substation,West,0,0.0,444207.07621,0.0
140691,Circuit Breaker,Central,1,0.955,465986.52884,445017.1350422
140692,Substation,East,0,0.215,788758.68335,169583.11692024997
140693,Transformer,North,1,0.795,862625.6537,685787.3946915
140694,Circuit Breaker,East,1,0.9,1443892.4744,1299503.2269599999
140695,Circuit Breaker,East,0,0.185,296624.2888,54875.493427999994
140696,Transformer,East,0,0.085,628153.4954,53393.04710900001
140697,Switchgear,Central,1,0.905,350048.4668,316793.862454
140698,Transformer,East,1,0.95,382724.93327000004,363588.6866065
140699,Transformer,South,0,0.075,773442.52789,58008.18959175
140700,Transmission Line,East,1,0.86,142386.08573,122452.0337278
140701,Circuit Breaker,East,0,0.03,1162493.2511,34874.797533
140702,Substation,East,0,0.395,710239.3174,280544.530373
140703,Transmission Line,Central,1,0.925,885090.301,818708.528425
140704,Transformer,North,0,0.08,853843.6427000001,68307.491416
140705,Switchgear,East,0,0.135,407878.08349999995,55063.5412725
140706,Circuit Breaker,North,0,0.23,741391.4566,170520.03501800002
140707,Switchgear,South,0,0.025,554981.8096,13874.545240000001
140708,Circuit Breaker,South,0,0.025,1336447.0004,33411.17501
140709,Circuit Breaker,Central,0,0.145,986591.3529999999,143055.74618499997
140710,Transmission Line,Central,0,0.0,571411.2942,0.0
140711,Circuit Breaker,Central,0,0.595,429307.07091,255437.70719145
140712,Transmission Line,East,0,0.48,889067.9585000001,426752.62008
140713,Circuit Breaker,Central,1,0.24,224687.50536,53925.0012864
140714,Substation,East,0,0.04,536510.1593,21460.406372
140715,Substation,West,0,0.135,274966.91018999997,37120.532875649995
140716,Substation,East,1,0.745,971425.0001,723711.6250745
140717,Transmission Line,East,0,0.16,1239693.5685999999,198350.97097599998
140718,Circuit Breaker,West,1,0.93,482812.9186,449016.014298
140719,Circuit Breaker,South,0,0.05,620674.5964,31033.729820000004
140720,Transformer,South,0,0.015,1073065.8392,16095.987588
140721,Transformer,North,1,0.955,719272.3553,686905.0993115
140722,Transformer,East,0,0.26,855615.0031,222459.900806
140723,Transformer,East,0,0.065,1155297.9801,75094.36870650001
140724,Circuit Breaker,North,0,0.045,1160911.2119,52241.0045355
140725,Transmission Line,West,1,0.94,335424.66526000004,315299.1853444
140726,Circuit Breaker,South,0,0.115,698357.4495400001,80311.10669710001
140727,Transformer,North,1,0.825,680756.51163,561624.1220947499
140728,Transmission Line,Central,0,0.085,370479.03516,31490.717988600005
140729,Transformer,North,0,0.14,1167562.6679,163458.77350600003
140730,Circuit Breaker,East,0,0.41,900029.9567999999,369012.28228799993
140731,Transmission Line,West,1,0.78,898706.6113,700991.156814
140732,Transformer,Central,0,0.06,1186897.8001,71213.868006
140733,Substation,Central,0,0.03,568421.6825,17052.650475
140734,Circuit Breaker,North,0,0.1,434440.5344,43444.05344
140735,Substation,East,0,0.2,1340377.5184,268075.50368
140736,Transmission Line,West,1,0.85,561932.5848,477642.69707999995
140737,Substation,Central,0,0.535,352849.2324,188774.339334
140738,Switchgear,East,0,0.28,788524.88695,220786.968346
140739,Transformer,West,1,0.9,1128227.1006,1015404.39054
140740,Transformer,North,0,0.01,829439.0184,8294.390184
140741,Switchgear,East,0,0.015,437797.62971,6566.96444565
140742,Circuit Breaker,Central,1,0.585,1309351.0548,765970.367058
140743,Transformer,South,1,0.86,509844.29929999996,438466.09739799995
140744,Transmission Line,West,1,0.585,1088678.7048,636877.0423079999
140745,Switchgear,South,0,0.115,496758.43265,57127.219754749996
140746,Transformer,Central,0,0.0,1114343.8821999999,0.0
140747,Circuit Breaker,North,0,0.1,409935.22849999997,40993.52285
140748,Transformer,East,0,0.185,127135.04301,23519.98295685
140749,Transformer,East,1,0.85,931012.26977,791360.4293045
140750,Transmission Line,West,0,0.035,830055.9709000001,29051.958981500004
140751,Substation,East,0,0.185,606650.1335,112230.2746975
140752,Transformer,West,0,0.19,903873.8381999999,171736.02925799997
140753,Transformer,East,1,0.86,460811.38713000005,396297.7929318
140754,Switchgear,West,0,0.02,267960.1903,5359.203806
140755,Switchgear,Central,0,0.08,704403.7054999999,56352.29644
140756,Switchgear,North,0,0.24,145496.24889,34919.09973359999
140757,Switchgear,Central,1,0.93,861518.82205,801212.5045065
140758,Switchgear,Central,0,0.14,1285069.3915,179909.71481
140759,Circuit Breaker,Central,1,0.935,1413920.0860000001,1322015.2804100001
140760,Transmission Line,Central,1,0.92,935208.920894,860392.20722248
140761,Switchgear,South,1,0.96,660047.8348,633645.9214079999
140762,Substation,West,0,0.13,364969.57018,47446.0441234
140763,Transformer,North,1,0.95,254687.56112000003,241953.183064
140764,Transmission Line,West,1,0.855,269667.85591,230566.01680304998
140765,Transformer,West,1,0.75,811845.3145999999,608883.9859499999
140766,Substation,North,0,0.095,833855.3851699999,79216.26159114999
140767,Circuit Breaker,North,1,0.89,602918.9123,536597.831947
140768,Switchgear,North,1,0.865,937979.1967,811352.0051455
140769,Circuit Breaker,North,1,0.74,251847.19747999997,186366.9261352
140770,Switchgear,East,0,0.0,708111.6285000001,0.0
140771,Switchgear,North,0,0.09,594079.7165,53467.174484999996
140772,Circuit Breaker,North,1,0.78,618025.3477,482059.77120600006
140773,Switchgear,North,0,0.03,743873.2596,22316.197787999998
140774,Circuit Breaker,West,0,0.05,982255.4829,49112.774145
140775,Transformer,West,1,0.14,242564.03871999998,33958.9654208
140776,Transformer,South,1,0.98,1078707.9512,1057133.792176
140777,Transmission Line,East,1,0.96,612057.9332280001,587575.6158988801
140778,Switchgear,Central,1,0.74,599236.383,443434.92342
140779,Transmission Line,North,0,0.15,843862.4505,126579.367575
140780,Substation,West,0,0.015,1225512.8917,18382.6933755
140781,Switchgear,East,1,0.725,681645.3014,494192.84351499996
140782,Transformer,Central,0,0.005,1462896.8566,7314.484283000001
140783,Transmission Line,East,1,0.845,766553.841,647737.995645
140784,Circuit Breaker,Central,0,0.065,1034451.2374,67239.330431
140785,Switchgear,Central,0,0.215,945748.2319,203335.8698585
140786,Circuit Breaker,South,0,0.07,598747.4821,41912.323747
140787,Circuit Breaker,Central,1,0.95,513876.4241,488182.60289499996
140788,Circuit Breaker,East,1,0.975,358952.88587,349979.06372325
140789,Circuit Breaker,Central,1,0.96,1094041.5909000002,1050279.927264
140790,Circuit Breaker,North,1,0.95,664890.4450999999,631645.9228449998
140791,Transformer,West,1,0.915,867670.73633,793918.72374195
140792,Transmission Line,West,0,0.095,652721.8733,62008.5779635
140793,Transformer,South,0,0.045,803940.0694,36177.303123
140794,Switchgear,Central,0,0.135,971352.87684,131132.63837340003
140795,Transformer,North,0,0.045,114343.59002,5145.4615509
140796,Switchgear,East,0,0.04,991440.5458399999,39657.621833599995
140797,Transformer,West,1,0.915,587642.03106,537692.4584198999
140798,Transformer,West,1,0.915,295311.00101,270209.56592415
140799,Circuit Breaker,West,0,0.05,563643.6791000001,28182.183955000004
140800,Transmission Line,West,1,0.75,839638.0193,629728.5144750001
140801,Transmission Line,North,1,0.8,692608.1744,554086.53952
140802,Transmission Line,South,0,0.255,441906.8297,112686.2415735
140803,Switchgear,West,0,0.27,658874.6925,177896.166975
140804,Transmission Line,West,1,0.925,1213463.5279,1122453.7633075002
140805,Substation,Central,0,0.49,167549.42976,82099.2205824
140806,Transformer,West,0,0.035,895699.5916,31349.485706000003
140807,Transformer,East,0,0.215,1125371.5760000001,241954.88884000003
140808,Transformer,West,0,0.075,1028479.1725000001,77135.9379375
140809,Transformer,Central,0,0.12,217806.58065000002,26136.789678
140810,Circuit Breaker,South,1,0.715,267038.1962,190932.310283
140811,Circuit Breaker,Central,0,0.075,332009.19592,24900.689694
140812,Transformer,South,1,0.84,611706.9074,513833.802216
140813,Substation,South,0,0.13,623358.49408,81036.6042304
140814,Transmission Line,Central,1,0.93,500238.97239999997,465222.244332
140815,Transformer,North,0,0.0,1118530.0037,0.0
140816,Substation,Central,0,0.055,477207.30744999996,26246.40190975
140817,Switchgear,North,0,0.015,189776.4157,2846.6462355
140818,Substation,Central,1,0.825,680372.9368,561307.6728599999
140819,Transformer,West,1,0.305,669994.6562,204348.370141
140820,Transformer,West,0,0.19,942050.1318999999,178989.525061
140821,Circuit Breaker,North,0,0.565,1358786.7922,767714.537593
140822,Transformer,East,1,0.93,556825.9431,517848.1270830001
140823,Substation,East,0,0.025,555524.8113000001,13888.120282500002
140824,Transformer,East,1,0.915,886927.7631,811538.9032365
140825,Transmission Line,East,0,0.0,603787.1977,0.0
140826,Switchgear,East,0,0.015,832393.8028,12485.907041999999
140827,Switchgear,South,0,0.22,724069.0909899999,159295.2000178
140828,Substation,Central,0,0.18,1265146.0549,227726.289882
140829,Transmission Line,East,0,0.03,597886.9087,17936.607261
140830,Circuit Breaker,South,1,0.43,606353.507856,260732.00837807998
140831,Transformer,West,1,0.95,973979.8716,925280.87802
140832,Transformer,West,1,0.98,348206.42552,341242.2970096
140833,Transmission Line,North,1,0.63,599214.09,377504.87669999996
140834,Substation,Central,1,0.955,610080.8688,582627.229704
140835,Transformer,South,0,0.13,1000435.74175,130056.6464275
140836,Circuit Breaker,South,0,0.245,989192.7660000001,242352.22767000002
140837,Circuit Breaker,Central,1,0.97,872028.7571,845867.894387
140838,Transformer,East,0,0.085,375622.57889999996,31927.9192065
140839,Switchgear,East,0,0.26,1142652.484,297089.64584
140840,Circuit Breaker,West,0,0.07,721011.6265,50470.81385500001
140841,Transmission Line,West,1,0.79,113434.672603,89613.39135637
140842,Substation,East,1,0.78,1054053.0227,822161.3577060001
140843,Substation,Central,1,0.965,645872.32549,623266.79409785
140844,Transmission Line,Central,0,0.255,1051336.4424,268090.792812
140845,Transformer,South,0,0.295,408760.6034,120584.378003
140846,Substation,South,1,0.94,1049366.2889,986404.311566
140847,Switchgear,North,0,0.045,1133183.5104,50993.257968
140848,Transmission Line,West,1,0.985,1139826.9694,1122729.564859
140849,Substation,South,0,0.065,477763.29149000003,31054.613946850004
140850,Circuit Breaker,South,0,0.28,819145.17441,229360.64883480003
140851,Transformer,East,0,0.335,591977.2435999999,198312.37660599998
140852,Transformer,Central,1,0.955,744757.4866,711243.399703
140853,Circuit Breaker,West,1,0.81,1216306.7158000001,985208.4397980002
140854,Transmission Line,Central,1,0.195,1288997.0509000001,251354.42492550003
140855,Substation,East,1,0.8,885117.29392,708093.8351360001
140856,Transformer,Central,1,0.565,522094.19869000005,294983.22225985
140857,Circuit Breaker,Central,0,0.215,880547.6122835,189317.7366409525
140858,Substation,East,1,0.995,1094300.4819999998,1088828.97959
140859,Circuit Breaker,West,0,0.05,736690.2067,36834.510335
140860,Substation,East,0,0.055,660509.8628,36328.042454
140861,Transformer,West,0,0.14,1314431.1394,184020.35951600003
140862,Transformer,South,0,0.02,1337670.0792,26753.401584000003
140863,Transformer,West,0,0.205,1086451.7269,222722.60401449996
140864,Transformer,East,1,0.46,758827.2742999999,349060.546178
140865,Circuit Breaker,North,1,0.445,987530.6425000001,439451.13591250003
140866,Transmission Line,West,1,0.935,529347.9556,494940.338486
140867,Transformer,West,0,0.035,954599.328,33410.976480000005
140868,Transformer,Central,1,0.925,1294052.5876,1196998.64353
140869,Switchgear,South,1,0.97,892821.1435,866036.5091949999
140870,Switchgear,North,1,0.94,363070.44990999997,341286.22291539994
140871,Transmission Line,East,0,0.015,962543.1542,14438.147313
140872,Substation,Central,0,0.055,931492.13468,51232.0674074
140873,Transmission Line,East,0,0.16,905836.6522000001,144933.86435200003
140874,Switchgear,South,1,0.78,763870.2644,595818.806232
140875,Substation,North,0,0.03,676428.3984999999,20292.851954999995
140876,Transformer,East,0,0.35,1208928.0238,423124.80833
140877,Switchgear,East,0,0.01,50151436.8698,501514.36869800003
140878,Transmission Line,East,1,0.755,1163385.9263,878356.3743565
140879,Substation,Central,0,0.025,537325.36247,13433.134061750003
140880,Substation,South,1,0.82,809933.0637,664145.112234
140881,Transmission Line,South,1,0.91,280525.78784,255278.4669344
140882,Switchgear,Central,0,0.265,1415956.6782,375228.519723
140883,Switchgear,West,0,0.09,494499.0771,44504.916938999995
140884,Circuit Breaker,West,0,0.02,734064.4422,14681.288844
140885,Transmission Line,South,1,0.2,1054694.9225,210938.98450000002
140886,Substation,West,1,0.925,939161.1616,868724.0744800001
140887,Switchgear,East,0,0.01,334648.5526,3346.485526
140888,Transmission Line,South,0,0.06,869663.3213,52179.799278
140889,Circuit Breaker,East,0,0.035,1109191.7858,38821.712503
140890,Transformer,Central,0,0.0,1036402.6732,0.0
140891,Switchgear,South,0,0.11,699025.8656,76892.845216
140892,Transformer,Central,1,0.79,384337.83008,303626.8857632
140893,Circuit Breaker,West,1,0.95,506200.670401,480890.63688095
140894,Transmission Line,Central,1,0.935,1078831.5927000002,1008707.5391745002
140895,Transmission Line,East,1,0.95,1273584.6638,1209905.43061
140896,Transmission Line,West,0,0.29,1144348.5925,331861.091825
140897,Transformer,South,0,0.085,506262.48873000004,43032.31154205
140898,Switchgear,East,0,0.11,883914.4468,97230.589148
140899,Substation,East,0,0.45,410116.5908,184552.46586
140900,Substation,West,1,0.985,628929.3663999999,619495.425904
140901,Transmission Line,East,1,0.965,873239.953,842676.5546449999
140902,Transmission Line,South,1,0.84,1243193.3227,1044282.3910679999
140903,Transmission Line,West,1,0.915,786902.0360999999,720015.3630314999
140904,Substation,East,0,0.075,1216276.9516,91220.77137
140905,Circuit Breaker,North,1,0.99,297665.717,294689.05983
140906,Circuit Breaker,Central,0,0.19,323043.14535999997,61378.197618399994
140907,Transformer,South,1,0.43,545005.45573,234352.3459639
140908,Switchgear,East,1,0.835,1085046.5532,906013.871922
140909,Substation,West,0,0.01,514645.22059000004,5146.4522059
140910,Circuit Breaker,West,1,0.92,342182.53,314807.92760000005
140911,Transformer,North,0,0.085,582407.4863,49504.6363355
140912,Circuit Breaker,South,0,0.155,1111206.2974,172236.976097
140913,Transformer,Central,1,0.86,940798.3881,809086.613766
140914,Circuit Breaker,East,0,0.025,563746.9033,14093.672582500001
140915,Transmission Line,West,1,0.865,463841.3709,401222.7858285
140916,Circuit Breaker,Central,0,0.015,839952.1425000001,12599.2821375
140917,Circuit Breaker,East,1,0.715,751919.7328,537622.6089519999
140918,Circuit Breaker,West,1,0.855,675536.19507,577583.44678485
140919,Substation,West,0,0.095,1116587.3211,106075.79550450001
140920,Transformer,Central,1,0.925,536207.4147999999,495991.85868999996
140921,Circuit Breaker,East,1,0.93,1035280.7579999999,962811.10494
140922,Substation,Central,1,0.795,1278167.4715,1016143.1398425001
140923,Transformer,West,0,0.065,829116.49581,53892.57222765
140924,Transmission Line,Central,1,0.855,989080.4264,845663.764572
140925,Transformer,South,0,0.365,696502.568,254223.43732
140926,Substation,Central,1,0.835,539548.1956,450522.74332599994
140927,Transmission Line,South,0,0.11,740341.9395000001,81437.613345
140928,Switchgear,Central,1,0.94,613613.8111,576796.982434
140929,Transmission Line,North,0,0.165,622835.5359,102767.8634235
140930,Transformer,West,0,0.01,525214.3752,5252.143752
140931,Substation,East,1,0.97,275008.71036,266758.4490492
140932,Transformer,North,0,0.075,932232.994,69917.47455
140933,Transformer,West,1,0.83,904606.9646000001,750823.780618
140934,Switchgear,West,0,0.35,166170.35086,58159.622801
140935,Transformer,South,1,0.8,844069.1270999999,675255.30168
140936,Substation,Central,0,0.24,155526.18438000002,37326.284251200006
140937,Switchgear,East,1,0.68,391698.96914,266355.2990152
140938,Substation,Central,0,0.035,327083.77692,11447.9321922
140939,Switchgear,East,0,0.335,898952.4934,301149.085289
140940,Circuit Breaker,South,1,0.955,623301.0095,595252.4640725
140941,Switchgear,North,1,0.88,50312966.4133,44275410.443704
140942,Substation,West,0,0.235,1198331.9928000001,281608.018308
140943,Transformer,South,1,0.93,721859.0709,671328.9359370001
140944,Transmission Line,North,0,0.135,1021188.3524999999,137860.4275875
140945,Circuit Breaker,East,0,0.25,200484.33719,50121.0842975
140946,Substation,East,0,0.01,806355.75,8063.5575
140947,Transformer,Central,1,0.925,559915.2885,517921.64186250005
140948,Switchgear,West,0,0.21,1168592.954,245404.52033999996
140949,Substation,North,1,0.96,740417.5272,710800.826112
140950,Substation,Central,0,0.15,843528.7913200001,126529.318698
140951,Transmission Line,East,1,0.7,983961.8729999999,688773.3110999999
140952,Transformer,South,1,0.825,189218.324904,156105.1180458
140953,Circuit Breaker,North,1,0.975,344553.2762,335939.444295
140954,Transformer,Central,0,0.055,763340.5909,41983.732499499994
140955,Transmission Line,West,1,0.985,540342.3477,532237.2124845
140956,Substation,North,0,0.185,1349814.5444,249715.690714
140957,Circuit Breaker,North,0,0.08,578531.9811,46282.558488
140958,Switchgear,South,1,0.99,824040.5656000001,815800.1599440001
140959,Substation,Central,1,0.95,770304.65041,731789.4178894999
140960,Circuit Breaker,North,0,0.035,783270.5655,27414.469792500004
140961,Transmission Line,Central,0,0.03,1130739.7106,33922.191318000005
140962,Switchgear,North,0,0.005,647246.285,3236.2314250000004
140963,Substation,South,0,0.06,853526.259,51211.57554
140964,Substation,South,0,0.085,1366052.9973,116114.5047705
140965,Transmission Line,West,0,0.105,632542.7519,66416.9889495
140966,Switchgear,East,0,0.175,822270.59574,143897.35425449998
140967,Circuit Breaker,West,0,0.06,808323.965172,48499.43791032
140968,Substation,South,1,0.8,874606.5041,699685.20328
140969,Transformer,South,0,0.105,284139.02675,29834.59780875
140970,Transmission Line,West,0,0.19,646003.31,122740.62890000001
140971,Transmission Line,South,0,0.03,716072.7323,21482.181969
140972,Substation,North,1,0.96,423066.12769999995,406143.4825919999
140973,Substation,South,1,0.45,585282.69311,263377.2118995
140974,Transformer,North,0,0.095,1199151.8699,113919.42764050001
140975,Transformer,West,1,0.94,484270.28300999996,455214.0660293999
140976,Transmission Line,West,0,0.17,949803.2797999999,161466.557566
140977,Transformer,North,0,0.245,847631.6497000001,207669.75417650002
140978,Transformer,West,0,0.94,433713.0227,407690.24133799993
140979,Circuit Breaker,North,0,0.11,34263.2208997,3768.954298967
140980,Transformer,West,0,0.18,283409.701657,51013.74629826
140981,Transformer,Central,1,0.875,611527.1906000001,535086.291775
140982,Transformer,East,0,0.095,955183.0079999999,90742.38575999999
140983,Transformer,Central,1,0.95,485170.127431,460911.62105945
140984,Circuit Breaker,Central,0,0.445,334377.42014,148797.9519623
140985,Switchgear,Central,0,0.205,222485.2703,45609.4804115
140986,Transformer,South,0,0.02,788458.8343,15769.176686
140987,Circuit Breaker,South,1,0.765,905977.7619,693072.9878535001
140988,Circuit Breaker,North,0,0.285,179182.00086,51066.8702451
140989,Transformer,West,1,0.9,840138.37955,756124.541595
140990,Substation,East,0,0.01,584449.5469,5844.4954689999995
140991,Transmission Line,North,0,0.03,1036685.2507,31100.557521
140992,Transmission Line,South,1,0.6,786275.0131999999,471765.00791999995
140993,Substation,North,0,0.005,396025.14719000005,1980.1257359500003
140994,Circuit Breaker,Central,1,0.935,651545.0963,609194.6650405
140995,Transmission Line,South,1,0.935,439296.50402,410742.2312587
140996,Transformer,West,1,0.835,904779.2245,755490.6524575
140997,Transformer,South,0,0.1,538561.5401,53856.15401
140998,Transformer,Central,0,0.075,764753.8768,57356.540759999996
140999,Transmission Line,North,0,0.08,671544.5114,53723.560912
141000,Transmission Line,Central,1,0.73,1392224.9244,1016324.1948119999
141001,Transmission Line,South,1,0.955,391246.551,373640.45620499994
141002,Substation,South,0,0.225,234513.72619,52765.588392749996
141003,Substation,South,1,0.75,474992.67109,356244.5033175
141004,Switchgear,North,1,0.89,831681.1858999999,740196.255451
141005,Transmission Line,South,0,0.095,1153738.4172,109605.149634
141006,Transformer,West,0,0.125,834539.88393,104317.48549125
141007,Transformer,East,0,0.0,296908.7134,0.0
141008,Circuit Breaker,East,0,0.235,532190.6156,125064.794666
141009,Circuit Breaker,West,1,0.835,218093.509946,182108.08080491
141010,Transmission Line,South,0,0.185,912818.6698,168871.453913
141011,Transmission Line,North,1,0.705,1037591.9177999999,731502.3020489999
141012,Substation,North,0,0.05,927673.9757999999,46383.698789999995
141013,Substation,North,0,0.08,723679.2176000001,57894.33740800001
141014,Substation,Central,0,0.01,484685.2332,4846.852332
141015,Switchgear,South,0,0.005,733859.4051999999,3669.2970259999997
141016,Transmission Line,East,1,0.91,201898.7918,183727.90053800002
141017,Substation,East,1,0.875,432911.06200000003,378797.17925000004
141018,Transmission Line,West,0,0.055,1213984.1011,66769.1255605
141019,Circuit Breaker,Central,1,0.845,795302.4908,672030.604726
141020,Transmission Line,Central,1,0.95,878384.1286,834464.92217
141021,Switchgear,Central,0,0.035,879850.8222,30794.778777000003
141022,Substation,North,1,0.91,882683.2522,803241.7595020001
141023,Transformer,Central,0,0.425,1361031.6618000001,578438.456265
141024,Switchgear,West,1,0.93,690184.2469,641871.3496170001
141025,Transmission Line,North,1,0.855,530450.79651,453535.43101605
141026,Circuit Breaker,South,0,0.05,1034930.9442,51746.547210000004
141027,Transformer,North,1,0.945,837086.7116,791046.942462
141028,Switchgear,North,0,0.2,1056656.4024999999,211331.2805
141029,Circuit Breaker,South,1,0.955,781956.634916,746768.5863447799
141030,Circuit Breaker,Central,1,0.97,568838.5299,551773.374003
141031,Transformer,East,0,0.07,1377641.5492,96434.90844400002
141032,Switchgear,East,0,0.06,722086.451,43325.18706
141033,Circuit Breaker,East,0,0.02,247235.06659,4944.7013318
141034,Substation,South,0,0.08,723368.4938190001,57869.47950552001
141035,Circuit Breaker,North,0,0.1,818551.5545,81855.15545
141036,Transformer,North,0,0.19,838418.1309999999,159299.44488999998
141037,Switchgear,West,0,0.005,1242557.0439,6212.7852195
141038,Substation,East,0,0.125,814582.4975,101822.8121875
141039,Substation,Central,1,0.88,243029.22149999999,213865.71492
141040,Circuit Breaker,West,0,0.02,456660.889378,9133.217787560001
141041,Substation,North,0,0.17,518397.6071,88127.59320700001
141042,Substation,South,0,0.16,1032351.3186,165176.210976
141043,Substation,West,0,0.045,706618.1592999999,31797.817168499998
141044,Substation,Central,1,0.84,855932.6305,718983.4096199999
141045,Transformer,Central,1,0.97,1142770.5506,1108487.4340819998
141046,Transmission Line,North,0,0.08,843570.9589000001,67485.67671200001
141047,Transmission Line,East,1,0.915,1162414.5787,1063609.3395105
141048,Transformer,South,1,0.885,569728.65706,504209.8614981
141049,Transmission Line,Central,1,0.895,725685.7261999999,649488.7249489999
141050,Circuit Breaker,South,0,0.08,695856.8645,55668.54916
141051,Transformer,South,1,0.98,1018695.417,998321.50866
141052,Transmission Line,North,0,0.13,859755.7113,111768.242469
141053,Switchgear,South,0,0.05,947482.0185,47374.100925000006
141054,Transmission Line,East,0,0.105,430727.3553,45226.3723065
141055,Transmission Line,North,0,0.005,827674.0566,4138.370283
141056,Switchgear,East,0,0.005,441273.7335,2206.3686675
141057,Circuit Breaker,North,0,0.02,382006.47122,7640.1294244
141058,Switchgear,South,0,0.1,976532.1432999999,97653.21432999999
141059,Transformer,West,0,0.2,601370.7694999999,120274.15389999999
141060,Transmission Line,North,1,0.99,928691.7623,919404.844677
141061,Substation,East,1,0.76,189499.36524,144019.5175824
141062,Substation,North,0,0.01,934786.4982,9347.864982000001
141063,Substation,South,0,0.09,869686.1553,78271.753977
141064,Circuit Breaker,Central,0,0.15,729163.0104,109374.45156
141065,Substation,North,1,0.93,1294572.8183,1203952.721019
141066,Circuit Breaker,North,1,0.91,210461.12675,191519.6253425
141067,Transformer,West,1,0.935,312134.63159999996,291845.880546
141068,Switchgear,East,0,0.275,966264.1514000001,265722.64163500007
141069,Switchgear,East,0,0.095,98334.34641,9341.76290895
141070,Transformer,West,0,0.155,937895.4900999999,145373.80096549998
141071,Switchgear,North,0,0.03,765241.8652,22957.255956
141072,Substation,North,0,0.005,348117.44956000004,1740.5872478000001
141073,Transmission Line,North,0,0.04,1196404.3907,47856.175628000005
141074,Circuit Breaker,East,0,0.115,203249.07357,23373.643460550004
141075,Transmission Line,East,0,0.165,1068289.9592,176267.843268
141076,Circuit Breaker,North,1,0.885,804034.5143,711570.5451555001
141077,Substation,West,1,0.945,279122.7044,263770.95565799996
141078,Transformer,North,1,0.89,1294172.0089,1151813.087921
141079,Switchgear,South,0,0.32,1221855.7349,390993.835168
141080,Transmission Line,Central,0,0.205,1256506.3463,257583.8009915
141081,Switchgear,East,1,0.965,795864.6662000001,768009.4028830001
141082,Substation,South,0,0.07,183123.72233,12818.6605631
141083,Transformer,East,1,0.965,1196204.8451,1154337.6755215
141084,Circuit Breaker,South,0,0.365,222729.293631,81296.192175315
141085,Switchgear,East,1,0.925,798887.9226,738971.328405
141086,Circuit Breaker,Central,0,0.13,62173.6926,8082.580038000001
141087,Transmission Line,West,0,0.18,795718.4788,143229.326184
141088,Switchgear,Central,0,0.005,301742.42050999997,1508.7121025499998
141089,Transformer,Central,1,0.96,596682.10408,572814.8199167999
141090,Switchgear,West,0,0.185,1070845.2659,198106.37419149998
141091,Circuit Breaker,South,1,0.92,177182.41163999998,163007.81870879998
141092,Transformer,South,0,0.025,1330797.9479,33269.9486975
141093,Transmission Line,West,0,0.075,799950.3227,59996.2742025
141094,Transformer,North,0,0.75,1003207.6546,752405.74095
141095,Substation,North,0,0.11,1234934.7594,135842.82353400002
141096,Substation,Central,0,0.115,475964.178563,54735.880534745
141097,Circuit Breaker,West,0,0.035,1031936.7884000001,36117.78759400001
141098,Transformer,West,1,0.69,1213721.4813,837467.822097
141099,Switchgear,Central,0,0.23,601285.231,138295.60313
141100,Switchgear,Central,1,0.89,1163579.7341,1035585.963349
141101,Transmission Line,North,1,0.91,731165.8779,665360.948889
141102,Switchgear,North,1,0.775,952133.7673,737903.6696575
